station_name,lon,lat
厚街,113.6455825,22.9005046
原平,112.721032,38.7189032
原平西,112.6685366,38.7381167
原林,121.3881015,49.8846615
厦门,118.1110988,24.4703348
厦门北,118.0686353,24.6397375
厦门高崎,118.1097863,24.5399891
友谊水库,114.0276492,40.8598773
双丰,127.7542735,46.9722455
双凤驿,105.1403568,29.4466222
双吉,126.4307311,43.962239
双城堡,126.2864571,45.3942292
双塔,96.3691459,40.6490717
双子河,128.8342363,47.8294489
双峰北,112.0078692,27.5616655
双柳,132.0246975,46.4785135
双水,104.9377176,26.5524656
双水镇,112.9515121,22.4283501
双河市,82.4121824,44.9026465
双河镇,126.1766634,43.4653608
双泡子,122.163347,43.715225
双洋,117.3684186,25.6220787
双流,104.0239185,30.5525645
双流机场,103.9548799,30.5720407
双流西,103.9170384,30.5451818
双湄村,102.2891629,24.9991346
双溪,106.7382391,29.6522719
双牌,111.6548252,26.0231402
双石桥,105.8337442,29.4008412
双羊店,121.2669785,41.1106828
双蒙,109.1399064,24.9113371
双辽,123.512869,43.4909734
双鸭山,131.1439262,46.6449687
双鸭山西,131.0828242,46.7094351
双龙南,106.7846509,26.4841956
双龙山,132.4896149,47.3071517
双龙湖,128.4903753,45.8277975
发耳,104.8025449,26.3153349
叙永北,105.4096846,28.2222534
叠溪,103.7390202,32.1228516
口前,126.4910418,43.6635788
古丈西,109.9323011,28.6240124
古东,112.2245182,37.920433
古交,112.1560094,37.9177295
古冶,118.434488,39.7278751
古北口,117.1352823,40.6905789
古城,125.6736189,47.9592256
古城东,115.8062196,33.5280606
古城子,125.4621986,41.483003
古城镇,130.28701,45.3525453
古家沱,106.2083211,29.2234456
古浪,102.9152846,37.4798474
古浪北,102.9056418,37.5054725
古源,124.3124258,50.9193436
古田,118.6183441,26.4326548
古田会址,116.7676145,25.187087
古田北,118.6604235,26.4656187
古砦,109.1029618,24.7434723
古莲,122.3467783,52.9465796
古营盘,113.1048249,40.9746405
古路,106.6906624,29.8002164
古镇,113.2007426,22.6008861
句容,119.1666758,31.9225579
句容西,118.9747075,31.8347241
台前,115.8575473,35.9639973
台安,122.4250813,41.4439388
台安南,122.3781359,41.3557003
台山,112.8103423,22.3021203
台州,121.3672864,28.6561685
台州西,121.286474,28.6891529
台阁牧,111.4742655,40.7456543
史口,118.3844273,37.4080547
史家铺,106.7881355,34.9575736
叶城,77.4708223,37.8930846
叶柏寿,119.6372932,41.3898978
叶榭,121.3249853,30.9421696
叶茂,108.5428022,24.5279597
叶集,115.9321159,31.8361727
司家岭,117.4621055,36.2324668
合川,106.274572,29.9615713
合浦,109.1831002,21.6246463
合肥,117.3118857,31.8878658
合肥北城,117.2466999,32.0653535
合肥南,117.2848751,31.8002988
合肥西,117.228256,31.8739081
合阳,110.0853389,35.1956148
合阳北,110.0859059,35.2892238
吉兰泰,105.7568702,39.7313395
吉安,115.0160792,27.1085662
吉安南,114.9614035,27.0232907
吉安西,114.9283904,27.1394697
吉文,123.2026671,50.5877997
吉新河,122.861229,47.5781991
吉林,126.5714519,43.8563018
吉水,115.1282611,27.1802392
吉水西,115.0856591,27.2813836
吉舒,126.7967631,44.2860577
吉首,109.730501,28.32736
吉首东,109.7227893,28.2191531
同心,105.92264,36.9938779
同江,132.4997462,47.6264966
同田湾,109.9107134,27.6290661
名山,103.1879936,30.0598933
后吕村,116.1649946,39.8302887
后寨,113.003183,35.2828034
后湖,114.2685333,30.6398759
后马庄,117.3234781,34.2252339
吐列毛杜,120.8826413,45.5360747
吐哈,90.5299121,43.0591613
吐鲁番,88.8723047,43.1499316
吐鲁番北,89.1079716,43.0213639
向塘,115.9565057,28.4462457
向塘西,115.9495892,28.4017062
向阳,130.0808024,45.1877526
向阳川,132.3280856,47.3055708
向阳镇,108.4658456,32.5044954
向韶,112.6468188,27.7889679
吕梁,111.1311369,37.5673957
吕河,109.307078,32.7568425
含山南,118.0863869,31.4799801
启东,121.6407859,31.8588879
吴圩,108.2435748,22.6462814
吴圩机场,108.1832873,22.6026457
吴场,103.6549483,29.8778522
吴堡,110.6608453,37.4808728
吴官田,103.5298478,25.4871926
吴家屯,123.4387672,41.6231261
吴家川,104.5316523,36.6568847
吴川,110.7652507,21.5119087
吴忠,106.245529,37.9755129
周口,114.6597877,33.5789075
周口东,114.7407189,33.6468018
周士庄,113.4659133,40.1158931
周宁,119.3747953,26.9388435
周家,126.6669363,45.4597655
周水子,121.5609033,38.9564935
周铁岗,114.9558807,31.0449345
呼兰,126.6408038,45.9967354
呼和浩特,111.6587169,40.8304267
呼和浩特东,111.7582244,40.8497206
呼和温都尔,106.8374013,40.9271571
呼鲁斯太,106.2350678,39.2402182
和乐,110.4538305,18.9250368
和什托洛盖,86.2723517,46.4076121
和平,114.964419,24.4605355
和平北,114.9549294,24.4754863
和村,114.123252,36.556552
和田,79.9047627,37.159611
和硕,86.8741134,42.3022617
和静,86.3694834,42.3097475
和顺县,113.5605025,37.314326
和龙,128.9891186,42.5532324
咸丰,109.0551424,29.5984427
咸塘,112.7389848,26.9627711
咸宁,114.2835,29.8822578
咸宁东,114.3394268,29.868923
咸宁北,114.2958462,29.901612
咸宁南,114.3003014,29.8396225
咸阳,108.7301155,34.3456993
咸阳北,108.6696714,34.4202925
咸阳西,108.6626848,34.3322614
品甸,104.8086064,25.2735239
哈业胡同,109.4366748,40.6247974
哈克,120.0701751,49.1909343
哈力图,125.1729779,49.3855298
哈密,93.5046494,42.8484396
哈密东,93.5901529,42.7386167
哈尔巴岭,128.6277389,43.2652509
哈尔滨,126.6254465,45.7600422
哈尔滨东,126.7056057,45.7865776
哈尔滨北,126.5295861,45.8480841
哈尔滨西,126.5723242,45.7051442
哈尔盖,100.4160991,37.1825882
哈拉海,125.0819349,44.6725799
哈拉苏,122.4221238,48.1142305
哈日努拉,120.0561269,45.620199
哈福,124.53055,43.09314
哈达湾,126.5310578,43.8988153
哈达铺,104.2318895,34.2220314
哈达阳,125.2099088,49.3001653
响水县,119.6825817,34.1932521
响沙湾,109.9233887,40.160044
哲里木,122.1949866,43.6310841
唐官屯,116.9251311,38.7110384
唐家,122.248957,41.6787027
唐家沱,106.6557311,29.6083188
唐家湾,113.5463592,22.3659329
唐山,118.1116984,39.6242388
唐山北,118.1128295,39.8154186
唐山南,118.190287,39.6108078
唐山西,118.0170976,39.6951226
唐河,112.8453036,32.6690805
唐海,118.4018442,39.3000813
唐海南,118.426204,39.2373681
商丘,115.6518561,34.4460585
商丘东,115.7270385,34.3324893
商丘南,115.6991173,34.4096666
商南,110.8960719,33.5281491
商城,115.4367,31.95554
商河北,117.0933612,37.4363824
商洛,110.013206,33.8235118
商洛北,109.9461518,33.8698437
商洛西,109.8568562,33.8679437
商都,113.5508124,41.578493
商酒务,112.9806175,33.9543581
喀什,76.0461111,39.4920879
喀喇其,122.0493207,50.7001
喀左,119.8000824,41.2221768
喇嘛山,122.255669,48.3842633
喇嘛甸,124.7734561,46.7059544
喜德,102.3979685,28.3128312
喜德西,102.2755814,28.3575895
嘉兴南,120.795528,30.6932899
嘉善,120.9142311,30.8524303
嘉善南,120.9315348,30.7904492
嘉峪关,98.2539405,39.7638408
嘉峪关南,98.3092476,39.7167075
嘉峰,112.5172898,35.5870526
嘉祥,116.3529014,35.3927326
嘉祥北,116.3636526,35.4713899
嘎什吐,120.708349,42.908018
嘎什甸子,121.35163,43.30892
嘎拉德斯汰,117.6992278,43.4350225
四会,112.7493259,23.2731227
四分滩,107.7057069,40.8688764
四合,120.4787922,42.7160025
四合永,117.8218675,41.7992994
四团,121.7492062,30.8927054
四平,124.3670197,43.1655327
四平东,124.4328958,43.1358406
四方,120.3419341,36.1054276
四棵树,84.3152111,44.4068457
四道湾,119.63528,42.48246
四马架,130.6189308,46.7732523
团山,125.966776,44.9083253
团林,126.1154264,42.7115172
团瓢庄,117.9627754,40.0806935
团结,124.6102513,48.101842
团风,114.8932998,30.7506146
园墩,102.9664481,37.7143514
固原,106.3012795,36.0211895
固始,115.6643578,31.9179498
固安,116.31758,39.42396
固安东,116.3983163,39.3710592
固川,106.9657981,34.4104269
固镇,117.3007662,33.3184462
图们,129.8334987,42.9625693
图们北,129.7927781,42.9944927
图克,109.4932249,39.0534983
图克木庙,105.6917254,40.7153291
图呼木,112.5261594,42.9481622
图强,122.7852592,52.9302049
图木舒克,78.9898105,39.8933577
图里河,121.6676247,50.4823267
圃田西,113.7874252,34.7430028
土们岭,126.0431327,44.102789
土地堂东,114.3326512,30.2148647
土坎,107.6767302,29.3831118
土桥子,106.0237613,36.7967558
土溪,107.0570814,31.0175261
土牧尔台,113.1377112,41.8489001
土贵乌拉,113.198549,40.7843112
土门子,103.075529,37.6569137
圣浪,128.5060545,46.9985398
地窝铺,87.5040758,43.8939765
坂尾,117.1904969,25.2730434
坂田,114.0650979,22.6299949
坝梁,109.76544,41.08947
坡底下,103.5128171,36.1373006
坡底村,109.819,35.09291
坦途,123.3335558,46.1862147
坪上,119.0665556,35.1815582
坪头,106.8947452,34.4027654
坪石,113.0482752,25.2873973
垫江,107.3737305,30.3097234
垭口,101.9972042,26.7894291
埃岱,102.7995032,29.0271702
城固,107.3186051,33.1403047
城固北,107.3014503,33.1859761
城子坦,122.472888,39.4940844
城子坦东,122.4953652,39.5015564
城西,110.3276038,19.9980792
城阳,120.359669,36.2993119
基太,117.3463834,25.3382156
堂邑,115.7633061,36.4960349
堡子湾,113.2799244,40.3344398
塔前,117.0964908,29.0461858
塔哈,124.2254413,47.5502566
塔城,82.9831159,46.6972686
塔尔根,124.7144247,52.2409057
塔尔气,121.1900092,47.9844865
塔山,120.9295976,40.8184233
塔崖驿,115.0005249,39.4281822
塔拉哈尔,103.1683373,41.6564691
塔河,124.6904718,52.3315198
塔源,124.2815188,51.4497073
塘口,110.3018712,21.3284564
塘库,109.484092,25.6130914
塘沽,117.6549423,39.0287019
塘豹,109.6174944,26.2095698
塘雅,119.8015618,29.1699672
增城,113.7944172,23.2071153
增城西,113.6460474,23.2533017
墨冲,107.4696628,26.0476761
墨江,101.739133,23.4370795
墨池坝,104.6640868,30.2055677
墨玉,79.7306237,37.2226185
墩义堂,115.4998013,31.3312924
壮志,124.8421424,46.6381757
壶镇,120.2309551,28.8367105
复盛,106.7981228,29.6579599
夏坝,106.5070941,29.0759526
夏官营,104.1768843,35.953084
夏拉哈马,112.4039125,43.1578876
夏格庄,120.4408975,36.65133
夏石,106.90007,22.1214
夏茂,117.6246479,26.5559817
夏邑县,116.0247269,34.4116479
夏集,112.1413087,32.7833145
外洋,117.9923446,26.6033504
多尔本毛道,105.7400061,40.5038415
大东,126.7695934,42.0765296
大丰,113.1497624,27.8826013
大乌苏,124.528514,51.789298
大仓,100.2651528,25.359631
大余,114.4195692,25.4420384
大保当,110.0324344,38.6621573
大元,108.349399,22.4856306
大兴,123.7442424,46.874633
大兴机场,116.4106758,39.5124863
大兴沟,129.65621,43.41007
大兴镇,125.38255,42.74158
大冶北,114.9953912,30.1248683
大厂县,116.9161932,39.951495
大口屯,117.2581281,39.6035914
大口钦,126.57508,44.16143
大同,113.2963381,40.1190975
大同东,113.3557571,40.1126004
大同南,113.3581164,40.0435567
大坝,105.9298995,38.0240585
大埔,116.5729973,24.4124082
大堡,124.2453889,40.5512412
大头羊,95.4138994,37.7707317
大孤山,123.579787,39.9342602
大安,124.276354,45.4808364
大安北,124.2323097,45.514651
大安西,124.1485494,45.5294108
大宗坪,109.0593187,27.3525413
大官屯,123.864606,41.854615
大屯,125.1559544,43.7765261
大山铺,104.8466009,29.4161334
大岗,116.1437046,28.1705845
大岭,109.1159619,24.5486108
大岭铺,109.2449657,32.920371
大平房,120.1475812,41.4299085
大庆,125.0052336,46.5960545
大庆东,125.1160204,46.5306615
大庆西,124.8795751,46.6552599
大成,123.3394332,41.8282721
大战场,105.5428112,37.4217922
大扬气,124.1924253,51.0038041
大拟,108.5154141,22.2999343
大方,105.5919606,27.2104502
大方南,105.5652995,27.1208647
大旺,112.8071078,23.2563323
大昆仑,117.9064713,36.585528
大明湖,117.0219482,36.6811875
大朗镇,113.9437471,22.9570397
大木头沟,118.8816029,42.41034
大杖子,118.5433553,40.8495983
大杨树,124.6028857,49.7474251
大杨树东,124.6536504,49.7102219
大板,118.6333751,43.5229591
大板东,118.7443864,43.6248655
大林,122.80273,43.71353
大柴旦,95.3391087,37.8835335
大树村,101.8007272,25.4403415
大树湾,109.9218112,40.492308
大桥,128.3767822,43.3468585
大梨树,126.0821485,43.3424943
大武口,106.3876419,39.0269264
大民屯,123.9557161,47.2543837
大河坝,106.838208,28.3257746
大河沿,88.7956396,43.1295336
大洋洲,115.46056,27.8947038
大深,117.6018938,25.2505776
大港南,119.6727076,32.1352525
大湖,117.3073591,34.2595177
大源,113.3499583,23.2504281
大灰厂,116.1214406,39.8504828
大牛地,109.4286383,38.940396
大王滩,108.2798291,22.6139677
大理,100.2485243,25.5919445
大理东,100.3182895,25.5719913
大田,113.197841,23.2679015
大田北,117.8414933,25.7068642
大田边,104.7174174,25.2208268
大甸,120.6519963,40.5832369
大盘石,115.0803441,39.4254449
大石东,113.319092,23.0216158
大石头,128.4948477,43.3029488
大石头南,128.4507243,43.2981489
大石寨,121.3771295,46.3103935
大石桥,122.500751,40.643806
大磴沟,106.3463876,39.193441
大福,113.5723709,30.4475545
大竹园,108.7225984,32.5625921
大红旗,122.6084527,41.872016
大罕,122.9453598,43.6922082
大英,105.251409,30.577242
大英东,105.2759642,30.5706611
大苴,101.1100128,25.3378445
大荔,109.920831,34.8356277
大荔北,109.82251,34.8991
大营,113.72618,39.28543
大营镇,115.7299012,37.3174736
大虎山,122.1432253,41.6113085
大足,105.7391686,29.4322188
大足南,105.7420242,29.4235956
大辛庄,113.0939772,36.2429251
大连,121.6277343,38.9216608
大连北,121.6024008,39.0157452
大连西,121.535911,39.009086
大通西,101.6717642,36.9660009
大邑,103.5331808,30.5630612
大郑,122.8164745,39.6355042
大阳,124.5895958,41.1895667
大陆,130.27974,47.284618
大陆号,113.27707,41.20504
大雁,120.5454079,49.2296273
大雅河,125.1368603,41.1828425
大青沟,122.1806616,42.8495104
天义,119.3311992,41.5928524
天台山,120.973815,29.1432514
天回镇,104.0878035,30.7544261
天岗,126.9490358,43.9021761
天峻,99.1931064,37.1919499
天府,104.1493878,30.3943739
天府机场,104.4428034,30.3163166
天柱山,116.5553257,30.6580684
天桥岭,129.62609,43.58435
天桥沟,124.7329706,40.9819189
天水,105.8949248,34.5671032
天水南,105.8523245,34.5510165
天河东,113.4039308,23.1318914
天河机场,114.2117066,30.7725222
天河潭,106.5780619,26.4527954
天河街,114.2071513,30.8243911
天津,117.2036841,39.1357517
天津北,117.2030494,39.1656713
天津南,117.0545009,39.0561008
天津西,117.1571195,39.157355
天涯,109.4430289,18.3123359
天涯海角,109.334811,18.3077792
天祝,103.1345228,36.9801528
天祝西,103.1130972,36.9986217
天西,107.1755581,22.305313
天镇,114.0605113,40.4514433
天门,113.2070905,30.6990515
天门北,113.3107151,30.8677259
天门南,113.4503458,30.4303814
天龙,106.1710199,26.3679233
太仓,121.1917434,31.5135736
太仓南,121.1476314,31.4101421
太公,105.8246387,32.1065172
太原,112.5818317,37.8600375
太原东,112.579954,37.884526
太原北,112.559852,37.9171866
太原南,112.6048147,37.7913265
太和东,115.722101,33.1580193
太和北,115.5731723,33.2239864
太姥山,120.2197409,27.1298827
太子城,115.4411336,40.912367
太平岭,128.2065976,43.4176813
太平川,123.1788067,44.397302
太平桥,126.6813483,45.7925769
太平镇,130.716827,46.7742539
太湖,116.2947768,30.462122
太湖南,116.3579323,30.4107789
太要,110.3156526,34.5034878
太谷,112.5636791,37.4212901
太谷东,112.6205968,37.4524363
太谷西,112.5030313,37.4475002
太阳升,124.5796491,45.9370796
太阳山,106.5636616,37.4512557
太阳村,109.2664345,24.366966
太阳沟,124.3152196,51.3248224
头道桥,107.1398574,40.5885534
头道水,100.069209,24.2823032
头门港,121.6573419,28.7546339
夹心子,122.4044643,39.4582143
夹江,103.5752622,29.7538309
夹河寨,117.0591572,34.2916903
奇峰塔,115.2252648,39.4892964
奈曼,120.6719124,42.8391106
奈林皋,120.0623476,41.3996606
奉化,121.460225,29.6304914
奉节,109.3685752,31.0283336
奎屯,84.8981863,44.4029092
奎山,130.4003046,45.2263473
女儿河,121.0391219,41.0649356
好鲁库,116.7974983,42.9901524
如东,121.17284,32.4485125
如皋,120.601785,32.3858584
如皋南,120.6230714,32.3473782
始兴,114.0706364,24.9690478
姑家堡,112.6126672,40.9179002
姚千户屯,123.6129391,41.5301018
姚安,101.0624951,25.3688153
姚家,125.8713645,44.7755902
姚家洲,113.7579608,27.6440976
姚渡,105.4936838,32.8057943
姜堰,120.1142884,32.5356088
姜家,126.0925626,46.0085522
威信,105.0560417,27.8232811
威宁,123.81403,41.34468
威岭,129.5529017,46.8630424
威海,122.1385889,37.4259659
威海北,122.0430167,37.4953271
威海南海,121.9099381,37.0151064
威箐,104.5549806,25.5410511
威舍,104.7400475,25.2828249
威虎岭北,127.8372531,43.5588297
威远,104.7342089,29.5511385
娄山关,106.8964007,28.037235
娄山关南,106.9250578,27.934499
娄底,112.0003852,27.7430194
娄底南,112.008465,27.6662573
娄烦,111.8343867,38.074446
娘娘庙,106.9383063,34.8060636
娘子关,113.8740778,37.9617169
婺源,117.8724329,29.2421028
嫩江,125.2424829,49.1758575
子洲,109.9476566,37.6106476
子长,109.7425032,37.1525162
孔垄,115.9235401,29.8887806
孔家庄,114.7219861,40.7577974
孔庄,112.9580891,35.3313939
孔滩,104.6754985,29.1410966
孙吴,127.3159057,49.4243879
孙家,126.6776553,45.6935186
孙镇,109.7613383,34.97808
孝南,111.8185843,37.1020462
孝感,113.9241011,30.9578049
孝感东,113.9424846,30.9357745
孝感北,114.2159861,31.5881869
孝西,111.7677429,37.1384134
孟关,106.7350459,26.421664
孟塬,110.1350056,34.5561587
孟家岗,130.6523868,46.4208263
孟庄,113.8306318,34.5883032
孟津,112.594816,34.797113
孤家子,123.4822958,41.7325499
孤山,113.3242527,40.2248794
孤山口,115.8409688,39.6463081
孤山子,119.8486602,42.6146274
孤山川,110.8799903,39.0853561
孤店子,126.36308,43.98188
学庄,107.563279,25.6984219
宁东,106.5422666,38.1459651
宁东南,106.6506669,38.1079574
宁乡,112.575602,28.2930903
宁乡西,112.5307516,28.2995173
宁县,107.9402554,35.4847941
宁国南,118.9348965,30.6139328
宁城,119.3135458,41.6132525
宁安,129.4548606,44.3574776
宁强,106.3175467,33.0633649
宁强南,106.285072,32.8238331
宁德,119.5793795,26.6729441
宁明,107.059844,22.1611823
宁明东,107.2005097,22.3100202
宁村,108.3331221,22.5593987
宁武,112.312801,39.005571
宁波,121.5326567,29.8646327
宁波东,121.5809942,29.8508571
宁洱,101.0629353,23.0510007
宁海,121.4149413,29.3393268
宁都,115.9701441,26.4032465
宁陵县,115.312655,34.57538
宇宙地,117.880408,43.5481476
安亭北,121.1537318,31.3163832
安亭西,121.1524548,31.3131188
安仁,113.2512232,26.7723408
安化,111.0952377,28.0377579
安北,96.1881217,40.7917862
安匠,117.723237,40.7625342
安口南,106.763257,35.2001843
安口窑,106.8043076,35.2362509
安吉,119.6056045,30.8182852
安图,128.9024116,43.1134497
安图西,128.8880348,43.1109582
安塘,111.701651,38.815171
安多,91.6658261,32.2522791
安定,116.4816523,39.617375
安家,127.0602514,45.0512826
安富镇,105.4469435,29.3430408
安州,104.233844,31.4655837
安平,123.4232517,41.1656709
安广,123.784031,45.5670957
安庆,117.0600515,30.5515037
安庆沟,119.3239195,42.4039703
安庆西,116.8592916,30.6751256
安康,109.0123864,32.7146275
安康东,109.0793411,32.7247828
安德,103.8100498,30.8765324
安次,116.6911604,39.2360911
安江东,110.1574445,27.3438287
安泽,112.2316861,36.1828672
安溪东,118.2503139,25.0642205
安达,125.3151766,46.4003229
安阳,114.3343235,36.104595
安阳东,114.4479583,36.0841487
安陆,113.689821,31.258876
安陆西,113.6470509,31.2567844
安靖,104.0342789,30.7399186
安顺,105.939606,26.232989
安顺西,105.8723451,26.2021337
安龙,105.2405342,25.0661807
宋,125.63487,46.2199825
宋城路,114.2785621,34.7857534
完工,118.8903514,49.1847967
宏克力,129.8516929,46.5153023
宏庆,106.4232236,33.8444259
官厅,115.5830732,40.2509416
官厅西,115.5784518,40.2524176
官家,124.1769936,40.4754278
官桥北,113.439353,22.9847281
官高,116.3076457,40.2250915
定南,115.0000874,24.7778055
定南南,115.0254012,24.7459848
定州,114.9671026,38.5298375
定州东,115.1248048,38.4638621
定襄,112.9542155,38.4782825
定西,104.6225925,35.5926863
定西北,104.5834279,35.6068067
定边,107.5723113,37.5609872
定远,117.8369129,32.5774633
定远东,117.8382064,32.5733556
定陶,115.5902831,35.0656469
宜兴,119.8086737,31.3142872
宜君,109.1309317,35.411414
宜城,112.192271,31.7192047
宜城南,112.1782112,31.6319146
宜宾,104.6306606,28.7308668
宜宾东,104.7426311,28.8014946
宜宾南,104.5416467,28.7075195
宜宾西,104.6032423,28.7257904
宜州,108.6232893,24.4816935
宜昌,111.2932136,30.7042942
宜昌东,111.3648824,30.6604102
宜昌北,111.4696507,30.7470051
宜春,114.4315383,27.7915494
宜耐,103.5974473,24.8434987
宜良北,103.1887569,24.9860028
宝丰,113.0413612,33.8576215
宝华山,119.0501576,32.1515717
宝坻,117.2768641,39.6632222
宝坻北,117.3292658,39.7142648
宝坻南,117.3684221,39.5062152
宝峰,102.5833276,24.5941366
宝应,119.3827917,33.2172373
宝拉格,113.1404633,41.7012371
宝日格,119.1089681,45.1602651
宝木吐,118.7655138,43.6272371
宝林,129.9700867,45.0264776
宝泉岭,130.5142008,47.4275149
宝清,132.1935151,46.3517158
宝老山,108.0404309,26.8158718
宝镜,123.3503723,41.2751698
宝鸡,107.1481713,34.3742434
宝鸡南,107.2278714,34.3356447
宝龙山,122.7345157,44.0285486
宣化,115.0508169,40.5963748
宣化北,115.0425337,40.6316144
宣和,105.4370045,37.4783083
宣城,118.7693067,30.9496986
宣威,104.117318,26.2112064
宣汉,107.6540938,31.5446908
容县,110.5271387,22.8621872
容桂,113.3071457,22.7539701
宽甸,124.7756932,40.7182779
宾州,127.4533796,45.7729786
宾西北,127.1433913,45.790068
宾阳,109.0879476,23.2195315
宿州,116.9897349,33.6409425
宿州东,117.2458282,33.6772426
宿松,116.0983896,30.2317842
宿松东,116.1702976,30.1533371
宿迁,118.2763099,33.8749775
密云,116.8451275,40.3510081
密云北,116.8565898,40.3957527
密地,101.7406136,26.5842912
密山,131.8668444,45.5491837
密山西,131.8157034,45.5127908
富县,109.3845483,36.0091186
富县东,109.3927391,36.0212975
富县北,109.4074384,36.043798
富宁,105.5818028,23.6772685
富川,111.356813,24.7950209
富平,109.1692405,34.7446812
富平南,109.2056855,34.7080971
富庄子,117.9305975,39.8422315
富拉尔基,123.640363,47.2090093
富海,124.8572947,47.8647261
富源,104.2675517,25.6847812
富源北,104.2685524,25.716702
富蕴,89.5035231,46.9340448
富裕,124.4540951,47.7947978
富锦,132.0391202,47.2346736
富阳,119.9879972,30.0032822
富阳西,119.8566248,30.048446
富顺,105.0359494,29.2124083
寒岭,123.5527433,41.1795246
寒葱沟,134.1504713,47.9687967
察尔汗,95.3042767,36.8093743
察汗诺,98.8298053,37.0103568
察素齐,111.1194302,40.7035669
寨隆,109.0921276,24.6448961
寮步,113.8463214,22.992013
对青山,126.3384204,45.9287369
寿县,116.800552,32.5950756
寿阳,113.1837152,37.8815458
封丘,114.4007767,35.2255182
封浜,121.2925591,31.269456
射阳,120.0144322,33.6837822
将乐,117.4731311,26.6984102
尉犁,86.3348713,41.3547077
小东,122.323333,42.0294159
小中甸,99.8134694,27.5624113
小儿坪,104.2625422,28.500927
小关溪,103.954483,27.9745577
小南垭,106.4335154,29.2668781
小南海,106.4312485,29.3596829
小哨,102.9915545,25.168939
小姑家,127.2534317,43.8863219
小宋,113.0185913,36.1298603
小寺沟,118.6390276,40.8983654
小屯街,112.9275226,34.0532255
小岭,127.3123569,45.3322419
小市,124.1171711,41.3087903
小平房,119.7351949,41.3825693
小得江,104.5591261,25.0344406
小扬气,124.2793793,50.7938923
小新街,103.2229613,25.3114814
小林,113.7345963,32.2723385
小柴旦,95.586326,37.5884619
小梁庄,115.8200437,33.0012856
小榄,113.2645825,22.6505591
小榆树,124.4972191,47.8697343
小池口,116.0038189,29.8147627
小河沿,119.5411626,42.395873
小河镇,109.151897,33.1143935
小湾东,100.1441594,24.7137963
小白,128.7074869,46.9679431
小舟,117.7076342,25.2912281
小花果,110.4264848,32.6932889
小董,108.6018708,22.2251828
小西庄,114.6232303,39.4008164
小金口,114.4132051,23.1543456
小雨谷,104.598037,25.4682894
小高,102.2678198,27.3612027
尔赛河,102.6388754,28.4036074
尖峰,108.7490097,18.6231537
尖峰北,108.7168058,18.6885643
尚家,125.8729116,46.1251156
尚志,127.9555726,45.2063045
尚志南,127.9468262,45.1938285
尤溪,118.1367573,26.1702184
尼勒克,82.0457804,43.9659554
尼日,102.8606303,29.2055277
尼木,90.2819201,29.3309559
尼波,102.6267375,28.344245
屏南,119.1224859,26.9002092
屏边,103.6356904,23.0167783
山丹,101.0736134,38.8125774
山丹马场,101.2048807,38.0943227
山南,91.7556747,29.2499495
山口,94.1239661,42.131971
山坡东,114.3545148,30.0886712
山城镇,125.4265722,42.3763963
山市,129.0938139,44.5769911
山河屯,127.2047272,44.694571
山海关,119.7619035,39.9985987
山湾子,119.43585,42.35118
山阳,109.9958863,33.5037075
山阴,112.9339443,39.4658767
山阴南,112.8320573,39.4916819
岐山,107.6083301,34.2756763
岑村,113.3768085,23.1613546
岑溪,110.9435892,22.9063507
岔江,104.6504453,25.0637322
岔河,103.9165176,27.8853874
岗嘎,94.3367477,29.3237066
岚县,111.6382981,38.2507968
岚山西,119.2708931,35.1875003
岢岚,111.5749274,38.7179
岩会,113.73502,37.87901
岩山,121.2407606,49.7090809
岫岩,123.2695936,40.2814522
岭北,121.7549002,50.306001
岭南,121.7795548,50.2092168
岱岳,112.8191989,39.5167447
岳池,106.4672936,30.539551
岳阳,113.1140722,29.3793016
岳阳东,113.2023195,29.3689598
岳阳南,113.1189366,29.1481608
岷县,104.0675936,34.3934318
峙滩,117.2937381,29.6050364
峡江,115.3307748,27.6022715
峦城,108.864523,22.8095274
峨山,102.387954,24.1908503
峨眉,103.5203162,29.5872914
峨眉山,103.4646539,29.5785842
峨边,103.2754163,29.2605635
峨边南,103.2607126,29.2124477
峰洞,107.5226125,25.5416938
峰高铺,105.6704552,29.4303692
峻德,130.2831586,47.194643
崇仁,116.0537362,27.7771871
崇信,106.8882747,35.3119559
崇州,103.6803769,30.6127269
崇左,107.35408,22.406414
崇左南,107.3910844,22.3574907
崇礼,115.3110046,41.0058806
崔黄口,117.194612,39.519784
崖州,109.1535157,18.3782225
崖州湾,109.1808671,18.3552096
崖州西,109.0806654,18.3768947
嵊州北,120.8071922,29.7857546
嵊州新昌,120.8161274,29.5290742
嵩明,103.1356653,25.2425678
嵯岗,118.0911965,49.2550299
巍山,100.2931723,25.2324148
巢北,117.799058,31.9723694
巢湖,117.8853872,31.6167384
巢湖东,117.9204547,31.620212
工农湖,123.6205894,44.855463
左岭,114.6157272,30.4908627
左权,113.3949683,37.0684603
巨亭,106.0839272,33.0565206
巨宝,123.44419,44.69041
巨野,116.0821538,35.3793316
巨野北,116.0689925,35.4470101
巩义,112.9751225,34.7612112
巩义南,112.9105621,34.6716859
巫山,109.9147774,31.1319375
巴东,110.3764311,31.1636161
巴中,106.761277,31.8764609
巴中东,106.8700052,31.8423656
巴中西,106.6522712,31.7661835
巴南,106.7518423,29.39627
巴图塔,110.0784491,39.4825433
巴图营,120.7212938,41.4684212
巴山,108.1120418,32.2543832
